Piece,Control,FTC, FCe,pct,classify,Grade,    Cold, Cold,FMX, FMX+,lock,Hot,   Hot,,Temp Thick, CBX, Opr,Opr,   Opr,  Opr ,     Op,   FTC1,FTC2,FTS,FSYS, Thd,  Clr,  Prm, Prm , Flt,TL,     Spd,Spd,Acc,Dly,Slp,Spr,Skd,FTC,Slw,New,Ctr,Cur,Spd,Lpr,Rset,Opr,Spy,CTC,Smp,Rej,Mat, Prd,  Lheat,  Slope,  Slope , Slope ,Surf , Pred,  Meas ,  FSU,   ClrMax ,FTCPrd,  Tail, Decel,    Prd , XBar,Dly,    Msrd , Ctrl,  HiAcc, Zoom,Burst,HiAcl, Smp,  Adj, -----, -----,-----,-----,-----,-----,-----,---FTPRP-----,-----,-----,-----,-----,-----,-----, -----,-----,-----,-----,FTAPP-----,-----,-----,-----
Id     ,  startTime  , OK, No,  on,pce, Name ,    Thick, Wid , Temp, Off , -onT, Thick,  Wid , Off , Off,    On ,  ThdSpd , TlSpd , Speed, TlDecl ,   Acc1  ,Gt  , Gt ,  Gt , Burst,spdLm,SpdLm,Ctrl,TlDcl,TVD,SpdAch,Imd,Dly,Man,Clr,Vld,Avl,Mrk,Dsc,Int,Ref,Int,Lim,Lim,Sat,Req, Int,Chg,Hld,Mis,ect,cod, tmp,  Mult,   Hd,     Tl,      Full ,  EnTmp,  ThdSpd, ThdSpd,  MaxSpd , HdSpd ,MaxSpd  ,  Spd ,  Rate, Len ,Len Dist , Len , Len , Perm , Perm, Perm , StTmp,  Len ,  NAcl, FAM, GRT  ,DlyDst, Dly ,TlSpd ,TlRate, clrHSp, DclStd, Burst,  Hi_Acl ,Zoom ,AclRot, AclMin ,AclMax, Fam, Grt ,AclIdx, TempV ,  NormAcl, Cor[0], AclBase , cor[1], AvgSlp
90754700300  ,05:07:22.130 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.481,  -1.331,  -1.364  1064  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.0,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700400  ,05:10:04.457 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.402,  -1.333,  -1.345  1061  ,   3.70,   3.70,   4.90,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    53.9,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700500  ,05:12:48.729 , T ,   1,  74, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.630,  -1.339,  -1.410  1072  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.2,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700600  ,05:15:33.015 , T ,   1,  50, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.771,  -1.330,  -1.454  1080  ,   3.70,   3.70,   5.03,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    51.5,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700700  ,05:18:17.517 , T ,   1,  64, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.371,  -1.321,  -1.351  1060  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    51.6,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700800  ,05:20:59.772 , T ,   1,  57, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.332,  -1.318,  -1.342  1058  ,   3.70,   3.70,   4.90,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    51.9,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700900  ,05:23:41.846 , T ,   1,  59, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.454,  -1.322,  -1.351  1064  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.3,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754701000  ,05:26:24.158 , T ,   1,  71, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.607,  -1.324,  -1.394  1071  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    51.6,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800100  ,05:29:07.322 , T ,   1,  57, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.836,  -1.329,  -1.459  1083  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,    51.7,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800200  ,05:31:52.111 , T ,   1,  79, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.364,  -1.299,  -1.364  1062  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    51.4,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800300  ,05:34:34.372 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.249,  -1.296,  -1.335  1057  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.0,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800400  ,05:37:19.156 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.594,  -1.296,  -1.387  1070  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 105.7,    51.7,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800500  ,05:40:01.207 , T ,   1,  66, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.563,  -1.266,  -1.405  1078  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,   160.7,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800600  ,05:42:43.069 , T ,   1,  64, F , R5041010     ,  7.500 , 850 , 820 , 820 , 835 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.756,  -1.293,  -1.465  1081  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,   159.7,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800700  ,05:45:27.811 , T ,   1,  65, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.477,  -1.302,  -1.360  1066  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 96.7,   164.8,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800800  ,05:48:09.902 , T ,   1,  63, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.183,  -1.271,  -1.319  1058  ,   3.70,   3.70,   4.95,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,   162.9,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754800900  ,05:50:52.226 , T ,   1,  64, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.173,  -1.269,  -1.314  1058  ,   3.70,   3.70,   4.95,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,   166.5,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754801000  ,05:53:33.947 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.457,  -1.326,  -1.355  1064  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,   163.1,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900100  ,05:56:15.996 , T ,   1,  66, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.446,  -1.287,  -1.360  1069  ,   3.70,   3.70,   4.99,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,   162.4,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900200  ,05:58:58.358 , T ,   1,  55, F , R5041010     ,  7.500 , 850 , 820 , 832 , 832 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.646,  -1.290,  -1.413  1080  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,   164.4,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900300  ,06:01:40.163 , T ,   1,  67, F , R5041010     ,  7.500 , 850 , 820 , 832 , 838 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     903,   0.000,  -1.647,  -1.233,  -1.367  1084  ,   3.70,   3.70,   5.08,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 96.7,   161.1,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900400  ,06:04:22.430 , T ,   1,  56, F , R5041010     ,  7.500 , 850 , 820 , 832 , 847 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     900,   0.000,  -1.564,  -1.236,  -1.343  1079  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 105.7,   161.5,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900500  ,06:07:07.056 , T ,   1,  65, F , R5041010     ,  7.500 , 850 , 820 , 832 , 832 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.317,  -1.277,  -1.283  1061  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 96.7,   158.5,    0.0,   T,     T,     F,     856,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900600  ,06:09:48.593 , T ,   1,  63, F , R5041010     ,  7.500 , 850 , 820 , 832 , 832 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.194,  -1.251,  -1.263  1058  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.20,  -0.06,   133.9,   30.8, 105.7,   158.6,    0.0,   T,     T,     F,     857,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900700  ,06:12:30.629 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 832 , 832 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.378,  -1.268,  -1.290  1065  ,   3.70,   3.70,   4.93,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 96.7,   156.7,    0.0,   T,     T,     F,     854,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900800  ,06:15:12.157 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 832 , 832 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.230,  -1.228,  -1.287  1061  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 105.7,   158.2,    0.0,   T,     T,     F,     857,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754900900  ,06:17:54.103 , T ,   1,  71, F , R5041010     ,  7.500 , 850 , 820 , 832 , 841 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.558,  -1.270,  -1.340  1073  ,   3.70,   3.70,   4.99,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 96.7,   158.2,    0.0,   T,     T,     F,     854,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754901000  ,06:20:36.122 , T ,   1,  71, F , R5041010     ,  7.500 , 850 , 820 , 832 , 839 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     901,   0.000,  -1.576,  -1.231,  -1.350  1081  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 105.7,   157.2,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90755000100  ,06:23:18.220 , T ,   1,  70, F , R5041010     ,  7.500 , 850 , 820 , 832 , 838 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     903,   0.000,  -1.552,  -1.204,  -1.369  1082  ,   3.70,   3.70,   5.09,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 96.7,   157.2,    0.0,   T,     T,     F,     855,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90755000200  ,06:25:59.625 , T ,   1,  64, F , R5041010     ,  7.500 , 850 , 820 , 832 , 847 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     903,   0.000,  -1.547,  -1.203,  -1.367  1083  ,   3.70,   3.70,   5.09,   6.80,   3.70,   7.20,  -0.06,   133.9,   30.8, 105.7,   156.9,    0.0,   T,     T,     F,     853,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90755000300  ,06:28:41.690 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 832 , 847 , 7.879 , 859 , 12 ,  0.300 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   T,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     899,   0.000,  -1.529,  -1.243,  -1.363  1076  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   132.8,   30.5, 96.7,   158.1,    0.0,   T,     T,     F,     858,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
